,Year,Title,0,1,2,3,4,5,6,7,8,9
5189,49,3626,0,7,15,15,16,15,15,15,16,15
5190,97,373,19,19,19,19,19,19,19,19,19,19
5191,88,1792,0,0,0,11,0,11,0,11,0,11
5192,97,5138,15,15,15,15,15,15,15,15,15,15
5193,50,5960,15,17,15,15,15,12,15,12,17,17
5194,64,5965,9,9,15,15,9,13,9,9,9,13
5195,86,7338,15,15,15,15,15,15,15,15,15,15
5196,49,7303,0,15,0,0,15,0,15,15,0,0
5197,141,4363,16,16,15,15,16,16,16,15,16,15
5198,43,5979,15,15,15,15,15,15,15,15,15,15
5199,131,3456,15,15,15,15,15,15,15,15,15,15
5200,75,3040,12,15,15,10,15,10,15,12,15,15
5201,34,9466,15,0,15,14,0,14,14,0,14,9
5202,23,2413,0,19,0,0,19,0,0,19,0,19
5203,115,6816,15,13,7,5,0,15,7,13,7,11
5204,98,645,15,17,15,15,17,8,8,17,17,15
5205,67,5454,16,16,16,15,15,16,15,15,15,15
5206,66,4034,18,18,18,18,2,2,18,18,12,2
5207,49,2691,15,15,14,15,15,14,14,15,9,15
5208,83,8650,15,15,17,15,17,15,17,15,17,17
5209,123,6418,15,16,16,7,15,15,16,7,16,7
5210,72,4408,15,15,15,15,15,15,15,15,15,15
5211,54,840,9,15,9,15,15,9,15,9,9,9
5212,102,6036,8,8,7,8,8,7,19,19,8,8
5213,85,1780,7,13,13,13,7,13,13,13,7,13
5214,83,4039,0,2,0,15,15,0,15,15,0,0
5215,142,5235,13,13,13,4,13,4,13,13,4,13
5216,41,7825,9,8,8,9,9,8,15,9,9,8
5217,48,3563,12,12,12,12,12,12,12,12,12,12
5218,94,469,12,12,12,12,12,12,12,12,12,12
5219,38,6029,15,15,15,15,15,15,15,15,15,15
5220,59,5780,15,15,15,15,8,15,15,15,8,8
5221,75,7527,12,12,11,11,12,11,12,11,12,12
5222,75,2893,12,12,12,12,12,12,12,12,12,12
5223,75,2976,12,0,0,0,12,12,12,15,12,0
5224,75,8125,15,15,15,0,0,15,15,0,0,0
5225,75,7684,7,7,9,12,12,9,9,9,12,12
5226,75,715,15,15,15,15,15,15,15,15,15,15
5227,75,4115,15,15,0,0,0,15,0,0,0,0
5228,75,8483,18,18,15,18,11,15,18,15,15,11
5229,75,968,15,2,2,2,15,2,2,2,2,15
5230,31,5638,12,2,12,12,2,2,2,12,12,12
5231,95,1884,15,12,15,12,15,15,15,12,12,15
5232,101,9421,12,12,1,1,1,18,12,12,12,18
5233,109,3993,15,15,15,15,15,15,15,12,12,15
5234,142,8852,10,10,10,10,10,10,10,10,10,10
5235,142,7169,8,19,19,8,12,7,12,8,19,8
5236,80,5535,2,17,2,11,2,11,12,17,2,17
5237,50,8541,15,15,15,10,10,10,10,15,15,15
5238,52,1900,16,16,16,10,10,16,10,16,10,16
5239,142,818,10,10,10,10,10,10,10,10,10,10
5240,146,611,13,0,0,0,0,0,15,15,0,13
5241,81,3981,19,15,19,19,15,11,11,15,19,11
5242,52,2242,15,9,15,9,13,15,9,7,7,13
5243,61,5506,12,9,9,9,9,12,9,12,12,9
5244,111,6444,15,13,13,9,14,15,9,13,14,9
5245,110,3587,15,15,15,12,12,15,15,15,12,15
5246,82,2741,12,7,7,7,12,7,7,12,7,7
5247,142,4566,7,7,12,7,12,12,12,12,12,12
5248,142,810,11,11,11,11,11,11,15,11,1,15
5249,20,9382,12,12,12,12,12,12,12,12,12,12
5250,81,5788,17,12,12,17,17,17,12,17,17,17
5251,145,1320,12,12,12,12,12,12,12,12,12,12
5252,101,8200,0,0,0,12,0,0,12,0,0,12
5253,66,2985,15,15,15,15,15,15,15,15,15,15
5254,23,1993,12,15,4,4,12,17,17,12,17,4
5255,75,2348,10,10,10,10,10,10,10,10,10,10
5256,101,7863,12,12,12,0,0,0,0,12,0,0
5257,72,7061,8,19,19,8,19,8,19,8,8,8
5258,146,4549,12,12,12,12,12,12,12,12,12,12
5259,81,5811,12,11,7,7,12,11,7,12,19,11
5260,75,4617,7,19,11,19,3,19,3,3,11,11
5261,75,9548,0,0,0,0,15,15,0,0,0,0
5262,75,484,7,11,7,16,11,16,7,15,15,7
5263,75,698,12,12,12,12,12,12,12,12,12,12
5264,75,1874,12,12,0,12,0,12,0,12,0,12
5265,75,1921,13,11,11,11,11,11,7,11,19,19
5266,75,7272,15,9,15,15,15,15,15,9,9,15
5267,23,907,15,15,15,15,15,15,15,15,15,15
5268,42,6256,15,9,15,9,15,15,15,9,15,9
5269,75,5350,13,13,9,9,7,9,7,7,9,7
5270,75,6853,9,9,9,9,7,7,17,9,9,7
5271,75,6127,0,0,15,0,0,0,0,15,0,15
5272,110,5771,13,9,4,4,8,13,13,13,8,4
5273,115,3810,7,19,7,19,7,19,19,19,19,19
5274,30,2430,15,15,15,15,11,15,11,11,11,15
5275,97,5049,12,12,12,15,15,15,15,12,12,15
5276,96,2869,16,15,12,12,15,16,15,19,16,19
5277,145,752,12,12,12,12,12,12,12,12,12,12
5278,131,8874,12,12,12,12,12,12,12,12,12,12
5279,115,351,0,12,12,0,0,0,0,12,12,0
5280,42,4171,18,11,18,18,17,17,2,2,18,2
5281,86,8378,15,2,2,15,2,15,2,15,2,15
5282,131,6053,15,15,15,15,15,15,15,15,15,15
5283,80,4593,12,12,12,12,12,12,12,12,12,12
5284,118,365,15,16,15,16,15,15,16,16,16,15
5285,70,1570,15,15,15,15,15,15,15,15,15,15
5286,109,5943,7,16,15,15,7,16,15,16,7,7
5287,37,6887,15,12,15,0,0,12,12,12,0,2
5288,85,9348,19,19,19,19,17,19,11,19,17,17
5289,118,455,12,12,12,12,12,12,12,12,12,12
5290,146,6804,10,10,10,10,10,10,10,10,10,10
5291,95,1584,15,15,15,15,15,15,15,15,15,15
5292,50,8181,10,10,10,10,10,10,10,10,10,10
5293,34,6006,9,14,9,14,9,13,13,13,13,9
5294,86,4067,13,13,13,9,4,9,4,9,9,4
5295,72,9252,13,13,13,13,15,15,13,13,13,13
5296,34,9534,9,4,13,4,4,13,9,9,4,13
5297,98,9048,4,4,4,4,4,4,4,4,4,4
5298,86,4946,9,4,9,4,4,4,4,9,9,9
5299,75,4942,13,13,13,13,13,13,13,13,13,13
5300,75,4737,19,17,7,17,19,17,17,19,11,17
5301,75,2134,15,15,15,15,15,13,4,15,4,4
5302,75,2171,15,0,12,0,15,15,12,0,15,0
5303,109,6998,11,11,15,11,15,7,16,11,15,15
5304,99,2556,12,12,12,12,12,2,2,2,12,2
5305,75,1844,7,13,15,15,7,7,7,7,7,15
5306,75,2513,12,0,12,0,0,12,0,0,12,12
5307,142,1910,19,19,19,0,0,0,0,0,0,0
5308,42,5348,15,15,15,15,15,15,15,15,15,15
5309,75,8435,11,11,12,11,12,12,11,11,12,12
5310,75,4802,12,0,12,0,12,0,0,0,12,12
5311,142,4540,12,12,12,0,0,12,12,12,12,0
5312,75,742,7,7,13,8,13,8,13,7,13,7
5313,75,8392,15,15,15,15,15,15,15,15,15,15
5314,75,7776,12,12,12,12,12,12,12,12,12,12
5315,75,8689,8,8,13,13,13,8,8,8,13,13
5316,92,3355,10,12,10,10,12,12,10,12,12,12
5317,75,7782,19,11,15,11,13,11,19,11,8,15
5318,75,3245,13,13,13,13,9,13,13,9,9,13
5319,142,3834,15,11,7,15,11,11,7,11,7,11
5320,75,4833,15,0,0,15,0,15,0,0,0,0
5321,75,4834,13,15,15,15,13,13,13,15,13,13
5322,75,8844,15,15,0,15,0,15,15,15,13,0
5323,102,3080,0,0,15,0,0,15,0,0,0,0
5324,74,5813,15,15,15,15,15,15,15,15,15,15
5325,71,8523,15,15,15,15,15,15,15,15,15,15
5326,108,1418,15,15,15,15,15,15,15,15,15,15
5327,75,8170,4,9,9,9,9,13,13,4,13,4
5328,75,6622,13,8,7,7,7,13,7,19,8,13
5329,75,4097,15,12,15,12,12,15,12,12,15,12
5330,75,5646,11,7,11,11,11,7,7,11,19,11
5331,75,2062,12,0,12,12,0,0,0,12,12,0
5332,75,179,0,12,12,0,0,0,12,12,12,0
5333,75,248,15,19,4,19,13,4,13,4,4,13
5334,75,3162,15,15,15,15,15,11,15,15,11,11
5335,75,3665,8,12,8,8,12,12,8,8,12,12
5336,77,7687,15,15,15,15,15,15,15,15,15,15
5337,102,7884,4,9,9,13,13,4,4,4,9,9
5338,91,5714,15,15,15,15,15,15,15,15,15,15
5339,29,2414,8,8,7,8,15,7,7,15,15,15
5340,52,5936,11,11,11,15,15,15,15,15,15,15
5341,130,8096,8,8,8,8,8,8,8,8,8,8
5342,75,1923,12,18,1,18,18,12,12,12,18,12
5343,75,8357,7,7,13,15,7,13,15,15,7,15
5344,75,2525,12,12,12,12,12,12,12,12,12,12
5345,75,9554,0,0,0,0,0,0,0,0,0,0
5346,75,2741,7,7,12,12,7,7,12,7,7,7
5347,75,1839,19,15,15,15,19,19,19,19,15,15
5348,75,1732,15,15,15,15,15,15,15,15,15,15
5349,75,9513,12,12,12,0,12,12,0,12,12,12
5350,75,4840,7,1,11,1,1,11,7,11,7,11
5351,75,1704,15,9,15,9,15,15,12,12,9,9
5352,75,6657,12,17,0,15,17,0,17,0,15,17
5353,43,3738,15,15,15,15,15,15,15,15,15,15
5354,97,7322,0,0,0,15,0,15,0,15,15,15
5355,74,4259,12,8,12,8,12,12,8,12,12,8
5356,85,3412,12,12,12,15,15,12,15,12,12,12
5357,52,8961,12,12,18,18,1,12,18,1,18,18
5358,75,6366,7,7,7,7,15,15,15,15,15,7
5359,142,4093,10,10,10,10,10,10,10,10,10,10
5360,75,6420,19,13,19,13,13,13,13,19,19,19
5361,75,5401,15,12,15,15,12,15,15,15,15,12
5362,75,8019,12,12,12,12,12,12,12,12,12,12
5363,75,2551,8,8,8,8,4,4,4,13,4,8
5364,75,8240,15,12,0,15,0,15,0,15,15,15
5365,75,3645,0,0,15,15,12,0,0,12,12,12
5366,75,9461,15,13,15,4,15,4,15,4,13,4
5367,75,7198,15,15,15,15,15,15,15,15,15,15
5368,142,1390,15,15,15,15,15,15,15,15,15,15
5369,75,8663,10,10,10,10,10,10,10,10,10,10
5370,75,9073,9,13,15,9,13,15,15,9,9,13
5371,75,5569,4,13,8,13,4,13,8,4,13,8
5372,75,3045,15,15,15,15,15,15,15,15,15,15
5373,75,1277,4,4,4,4,15,15,4,15,15,4
5374,75,9066,11,11,12,12,18,18,11,18,1,11
5375,146,2326,15,15,15,15,15,15,15,15,15,15
5376,75,7767,1,11,17,11,11,17,11,18,1,3
5377,75,6340,15,15,15,15,15,15,15,15,15,15
5378,75,2813,8,8,12,8,12,12,12,8,8,8
5379,75,635,13,11,12,11,12,9,12,12,11,7
5380,75,8639,15,15,12,12,12,12,0,15,15,0
5381,75,2904,15,15,15,15,15,15,15,15,15,15
5382,75,826,4,15,11,11,15,15,11,7,15,7
5383,75,5177,15,15,15,15,15,15,15,13,15,15
5384,75,7382,11,11,11,1,11,11,1,18,12,1
5385,75,9504,11,7,11,7,11,15,11,16,15,16
5386,75,3064,18,18,12,12,12,18,18,18,18,18
5387,75,5411,10,10,10,10,10,10,10,10,10,10
5388,75,1315,15,15,0,0,0,15,0,15,0,15
5389,142,3025,15,15,15,15,15,15,15,15,15,15
5390,75,6422,0,0,7,7,0,15,7,0,15,15
5391,75,4389,12,9,7,9,12,12,9,7,7,13
5392,75,9060,7,13,17,7,7,7,17,13,8,8
5393,75,899,10,10,10,10,10,10,10,10,10,10
5394,65,1240,12,2,2,2,12,2,12,2,2,12
5395,102,2620,10,10,10,10,10,10,10,10,10,10
5396,91,8227,19,11,18,11,18,19,18,19,19,11
5397,114,3419,4,4,4,19,15,15,4,4,15,19
5398,115,2451,19,8,8,8,8,8,8,8,19,8
5399,142,8118,15,0,0,0,15,15,0,15,0,0
5400,75,2842,10,10,10,10,16,10,10,16,16,10
5401,20,5385,15,15,15,15,15,8,8,15,8,8
5402,128,7114,12,12,17,0,12,17,17,17,17,12
5403,35,6371,12,12,12,12,12,12,12,12,12,12
5404,128,1726,15,15,15,15,15,15,15,15,15,15
5405,73,3221,0,15,15,2,2,0,15,2,2,0
5406,143,1985,0,0,12,12,12,0,12,0,0,0
5407,78,271,17,17,17,17,17,17,17,17,17,17
5408,59,5828,15,15,9,15,15,15,9,9,15,9
5409,41,7514,12,12,12,12,12,12,12,12,12,12
5410,41,3679,9,15,9,15,15,9,15,9,9,15
5411,110,6762,15,15,12,0,0,12,0,0,12,15
5412,110,7622,2,2,2,2,2,2,2,2,2,2
5413,69,5555,15,15,12,15,15,15,15,0,15,15
5414,88,951,15,14,14,15,15,14,14,14,14,15
5415,88,3496,0,0,0,12,12,12,0,12,0,12
5416,88,9562,0,0,0,0,0,12,0,12,12,12
5417,88,2421,15,0,0,15,15,15,15,0,15,15
5418,31,1295,15,15,11,11,11,11,15,15,11,15
5419,31,8919,15,15,15,15,15,15,15,15,15,15
5420,111,6062,12,12,15,0,12,15,15,0,12,15
5421,53,4310,9,13,9,9,13,15,9,13,9,15
5422,53,4194,15,0,15,15,0,0,0,0,0,0
5423,115,4647,14,15,14,14,15,15,14,15,15,15
5424,138,2473,17,0,12,17,17,17,17,17,0,12
5425,34,7601,15,15,0,15,15,15,0,0,15,15
5426,34,3297,15,12,12,15,12,12,15,12,12,15
5427,124,2455,15,15,15,15,15,15,15,15,15,15
5428,141,753,12,0,12,0,12,12,12,0,12,12
5429,141,1589,0,0,15,0,0,0,0,15,0,0
5430,86,3885,15,15,15,15,15,15,15,15,15,15
5431,86,9135,14,14,13,13,13,13,15,15,14,15
5432,131,790,0,0,0,2,0,2,2,0,0,0
5433,145,3224,15,4,15,4,14,15,15,15,15,14
5434,131,640,15,0,11,7,0,15,7,0,0,11
5435,131,8007,12,12,12,12,12,12,12,12,12,12
5436,49,6265,12,12,12,12,15,15,15,12,12,12
5437,57,5210,5,0,0,2,12,2,0,12,5,2
5438,57,5307,7,11,11,7,11,11,11,7,11,7
5439,57,629,15,9,15,15,15,9,15,15,9,15
5440,43,2648,15,2,2,2,15,2,15,2,15,15
5441,108,4979,15,15,15,15,15,15,15,15,15,15
5442,97,5305,4,9,4,4,9,4,15,9,4,13
5443,97,7511,9,9,16,16,10,10,10,16,16,16
5444,65,2846,0,0,0,12,12,12,0,12,0,12
5445,67,4896,15,16,16,15,16,15,16,15,15,15
5446,67,3279,9,15,9,9,15,15,15,15,9,15
5447,66,1078,15,15,15,15,15,15,15,15,15,15
5448,37,9555,15,16,15,15,16,16,15,16,16,16
5449,23,4005,15,15,15,15,15,15,15,15,15,15
5450,23,9516,15,15,15,15,15,15,15,15,15,15
5451,23,5927,12,18,0,18,2,0,2,18,12,2
5452,23,3864,0,11,0,15,15,0,11,0,15,11
5453,118,6089,16,16,16,16,15,15,12,16,15,12
5454,137,6832,13,13,13,13,13,8,13,13,8,13
5455,137,9551,16,15,16,15,15,15,15,15,8,8
5456,137,1545,19,19,19,19,19,19,19,19,19,19
5457,99,3385,16,16,16,16,16,16,15,16,15,16
5458,72,7281,18,18,12,12,1,12,12,12,12,12
5459,72,5696,5,16,16,5,11,16,16,5,16,16
5460,72,7095,12,0,0,15,15,12,0,0,0,12
5461,95,904,15,15,15,15,15,15,16,15,16,16
5462,99,6985,15,15,15,9,9,15,9,9,9,9
5463,99,2597,7,12,7,7,7,7,12,12,12,11
5464,99,4744,15,12,15,16,12,15,12,16,15,16
5465,99,6349,7,15,7,9,7,15,7,15,15,15
5466,74,4023,9,15,7,9,7,9,9,15,15,9
5467,74,2671,12,12,12,12,12,12,12,12,12,12
5468,74,8371,13,15,13,9,15,7,9,7,15,7
5469,74,4467,10,15,15,10,10,10,10,10,10,10
5470,139,3124,12,1,18,1,11,18,11,12,12,1
5471,139,2543,11,12,9,11,11,9,11,11,12,13
5472,139,5635,10,10,2,10,10,10,2,2,10,10
5473,139,6714,18,18,12,12,12,18,18,12,12,18
5474,64,4163,0,12,12,0,0,0,0,0,12,12
5475,64,4489,9,13,13,13,15,13,13,9,9,15
5476,64,3174,15,15,16,15,0,0,12,16,16,16
5477,64,8039,0,0,15,15,15,15,0,0,0,15
5478,25,1389,7,7,7,13,4,13,13,7,4,13
5479,25,2668,12,5,12,5,12,5,5,12,5,12
5480,64,3753,5,17,5,5,17,17,5,17,5,5
5481,96,8905,11,8,8,12,12,8,12,0,12,8
5482,60,3382,9,15,15,15,9,9,13,13,15,13
5483,102,5719,12,12,19,12,12,19,12,13,12,13
5484,60,841,8,8,8,13,8,8,8,8,8,8
5485,60,9280,0,0,0,0,15,15,0,15,15,0
5486,102,315,15,15,15,12,12,15,15,15,15,15
5487,102,6329,0,15,0,15,0,15,15,0,0,0
5488,102,4394,15,15,9,7,7,7,9,9,7,15
5489,60,9444,15,15,15,15,15,15,15,15,15,15
5490,94,8480,12,17,17,17,1,18,11,11,17,12
5491,70,1880,9,7,13,15,7,7,15,9,7,7
5492,70,5441,15,15,0,12,15,0,0,12,12,12
5493,70,2967,15,15,15,15,15,15,15,15,15,15
5494,70,8297,8,13,13,13,8,13,13,8,13,13
5495,94,5982,16,15,15,16,16,15,16,16,15,16
5496,94,8322,19,19,19,19,19,13,13,19,19,19
5497,94,5298,10,10,10,10,10,10,10,10,10,10
5498,94,8444,12,9,7,12,12,7,9,7,7,7
5499,29,7630,13,12,12,12,12,12,12,13,13,13
5500,29,2509,2,15,2,15,2,2,15,15,15,2
5501,29,3724,15,0,15,0,0,0,15,0,15,15
5502,61,8288,7,7,7,7,7,7,7,7,7,7
5503,71,5685,15,15,15,15,7,7,7,7,15,7
5504,71,6243,8,19,8,19,19,19,8,8,19,8
5505,61,3581,7,12,12,7,12,12,7,12,7,12
5506,71,1170,15,2,12,12,12,12,2,15,2,2
5507,71,903,0,12,0,0,8,0,8,8,12,12
5508,116,3231,12,12,11,19,19,11,12,12,12,11
5509,105,4485,4,15,4,15,15,4,15,15,15,15
5510,92,8011,9,7,15,15,9,9,15,15,9,9
5511,92,7905,15,19,19,19,19,19,19,19,15,15
5512,92,1479,12,12,12,12,10,10,10,10,12,12
5513,81,7999,15,11,11,15,15,11,11,11,11,15
5514,92,5175,8,8,13,13,17,13,19,8,17,13
5515,81,7561,15,15,15,15,15,15,15,15,15,15
5516,81,8345,11,7,7,7,18,4,18,4,11,4
5517,81,6653,17,11,18,19,11,19,11,19,19,19
5518,81,4765,13,8,13,13,13,13,13,8,8,8
5519,81,4901,10,10,10,10,10,10,10,10,10,10
5520,81,2750,12,12,15,15,15,15,12,12,15,15
5521,91,6024,15,15,15,18,18,15,15,15,15,15
5522,91,2588,15,15,15,15,15,15,15,15,15,15
5523,91,3226,11,11,18,17,18,11,11,17,17,18
5524,91,3343,13,9,12,13,7,9,13,12,9,9
5525,91,6483,4,4,4,15,4,15,19,4,4,4
5526,91,6255,12,12,12,12,12,12,12,12,12,12
5527,91,3855,15,15,15,15,15,15,15,15,15,15
5528,85,9449,2,15,15,15,15,15,15,2,2,15
5529,85,8727,12,12,12,12,12,12,12,12,12,12
5530,85,2065,15,15,15,15,15,15,15,15,15,15
5531,85,3442,9,15,15,15,13,9,13,15,13,15
5532,47,1139,15,9,15,0,15,0,0,0,15,15
5533,101,6477,7,1,1,19,7,7,1,1,18,11
5534,42,3816,12,19,12,12,19,7,12,7,7,12
5535,101,1083,12,0,15,15,0,12,0,12,0,12
5536,101,6745,17,17,13,8,8,8,17,17,17,17
5537,101,5921,17,8,8,17,7,17,8,7,0,7
5538,101,575,15,13,13,13,13,9,13,15,9,15
5539,42,2550,7,11,15,15,11,4,7,4,11,7
5540,42,3409,15,15,15,15,15,15,15,15,15,15
5541,42,2962,8,12,12,12,12,19,8,19,8,8
5542,42,2647,2,2,2,2,2,2,2,2,2,2
5543,42,1555,4,4,4,4,1,4,1,4,4,4
5544,42,5325,12,12,12,12,12,12,12,12,12,12
5545,47,6221,5,15,11,15,5,5,11,5,15,11
5546,47,6932,1,18,15,15,17,15,17,1,17,11
5547,123,6760,12,12,12,12,12,12,12,12,12,12
5548,123,2555,12,2,12,0,12,2,12,12,2,0
5549,123,3508,16,15,16,15,15,15,16,16,7,15
5550,123,637,12,17,17,12,17,12,17,17,12,17
5551,123,7797,17,17,15,17,8,15,8,8,8,4
5552,123,862,15,15,15,15,15,15,15,15,15,15
5553,123,4750,15,15,15,15,15,15,15,15,15,15
5554,123,3806,7,7,7,7,7,7,7,7,7,7
5555,123,6359,9,9,12,12,9,12,9,12,9,9
5556,47,9178,13,13,4,14,7,19,9,13,15,13
5557,123,1498,15,13,9,13,9,15,9,15,9,9
5558,80,4311,10,10,10,10,10,10,10,10,10,10
5559,123,8613,0,0,0,0,15,0,15,15,0,0
5560,123,6066,15,15,8,8,15,15,8,8,8,15
5561,80,7932,12,12,12,12,12,12,12,12,12,12
5562,80,9179,10,10,10,10,10,10,10,10,10,10
5563,80,3091,12,12,12,12,12,12,12,12,12,12
5564,80,1329,13,7,7,13,9,13,9,9,13,13
5565,80,3832,17,12,12,17,0,12,17,12,0,17
5566,80,6647,15,15,1,1,1,15,15,15,1,1
5567,80,6931,15,12,12,15,15,0,0,15,15,0
5568,123,5707,15,15,15,15,5,15,5,15,5,15
5569,52,1429,0,15,9,9,0,4,15,13,4,15
5570,123,8006,13,13,13,7,13,16,19,13,17,19
5571,114,1896,0,12,12,7,0,0,12,0,12,7
5572,52,6499,17,0,1,17,0,12,1,0,17,12
5573,52,2697,15,15,15,15,15,15,15,15,15,15
5574,52,1934,12,12,12,12,12,12,12,12,12,12
5575,52,8359,2,2,15,15,15,2,2,15,15,15
5576,52,3097,15,16,15,16,15,0,15,15,13,16
5577,52,4746,12,11,18,12,11,7,12,7,11,11
5578,52,3689,0,15,0,15,15,15,15,0,0,0
5579,52,5996,10,10,10,10,10,10,10,10,10,10
5580,114,5475,15,15,15,15,15,15,15,15,15,15
5581,114,2860,15,15,15,15,15,15,15,15,15,15
5582,52,2253,19,7,19,7,7,7,7,19,19,7
5583,114,7288,12,12,18,7,7,12,18,12,7,12
5584,114,4921,15,12,15,12,15,12,15,12,12,12
5585,114,4649,15,12,9,7,7,9,15,12,15,12
5586,144,7064,8,17,11,15,8,8,17,11,8,11
5587,26,9053,9,7,7,7,8,9,7,8,7,8
5588,114,6008,12,19,19,19,12,19,12,12,12,12
5589,144,3423,7,7,7,7,7,15,15,7,7,15
5590,144,1638,12,12,12,12,12,12,12,12,12,12
5591,144,1698,0,0,0,12,0,12,12,12,12,12
5592,144,8301,13,9,13,14,9,13,14,4,14,4
5593,26,8299,15,17,8,15,8,19,4,17,8,13
5594,26,1590,12,15,15,15,15,12,15,15,15,15
5595,26,1138,11,11,11,5,11,5,11,11,5,5
5596,26,2957,0,15,1,15,1,1,1,15,1,1
5597,144,6436,1,7,1,7,1,1,7,1,7,1
5598,84,2130,12,0,12,12,0,0,15,12,0,15
5599,84,9139,12,12,12,12,12,12,12,12,12,12
5600,84,6302,13,9,9,9,9,13,13,13,9,13
5601,84,1560,0,0,0,0,0,0,0,0,0,0
5602,79,8761,15,13,15,13,13,13,15,15,13,13
5603,79,2865,15,15,15,15,15,15,15,15,15,15
5604,79,1156,7,7,19,7,19,19,19,7,7,7
5605,82,6353,1,18,18,0,2,0,11,1,0,18
5606,82,2508,10,7,15,10,7,13,13,7,15,10
5607,50,7557,7,19,8,7,8,7,7,8,8,19
5608,50,9078,15,15,15,15,15,15,15,15,15,15
5609,21,2815,9,9,9,8,9,9,12,12,8,8
5610,82,736,15,15,0,0,0,0,15,0,15,0
5611,82,4842,7,13,7,13,13,9,7,7,13,13
5612,82,9012,11,12,7,11,13,12,19,13,19,7
5613,82,7170,17,15,15,17,0,7,7,0,7,11
5614,82,4325,19,19,19,19,19,19,19,19,19,19
5615,82,7770,18,12,17,12,12,17,12,18,17,17
5616,50,304,17,5,17,5,17,17,17,17,5,17
5617,50,3764,15,13,15,13,15,15,13,15,15,15
5618,109,8724,9,7,7,7,9,7,17,9,9,17
5619,50,5282,8,8,8,8,8,8,8,8,8,8
5620,82,8754,1,7,1,1,1,18,19,1,17,1
5621,79,6688,1,17,1,15,7,15,7,7,15,19
5622,92,6296,10,10,10,10,10,10,10,10,10,10
5623,54,8342,12,0,0,12,12,12,0,0,0,0
5624,82,513,18,18,17,18,17,11,11,11,18,17
5625,54,4199,7,7,12,7,12,7,12,12,7,12
5626,54,6512,0,0,0,15,15,0,0,15,0,0
5627,54,6414,17,11,17,17,12,12,11,12,12,17
5628,50,4464,15,15,15,15,15,15,15,15,15,15
5629,75,8539,15,15,15,0,19,19,19,17,17,15
5630,109,2452,12,12,15,15,15,15,12,12,12,15
5631,54,2922,13,19,13,13,7,1,9,19,9,7
5632,50,5326,15,15,8,4,8,8,15,13,0,15
5633,54,2897,17,12,15,17,17,15,17,12,17,15
5634,54,3039,9,12,17,9,17,17,12,13,7,7
5635,54,8630,10,10,10,10,10,10,10,10,10,10
5636,146,1140,11,17,12,17,11,17,12,12,11,12
5637,54,8242,1,1,1,12,12,1,12,12,1,12
5638,109,1736,12,12,12,12,12,12,12,12,12,12
5639,109,7920,15,15,15,15,15,15,15,15,15,15
5640,54,7471,13,15,13,4,13,4,4,9,16,15
5641,146,6239,13,13,13,15,15,13,13,13,13,15
5642,54,5640,12,15,0,12,0,12,0,12,15,12
5643,146,6822,15,12,19,15,0,15,0,0,12,12
5644,109,7099,12,7,12,7,13,13,12,7,7,7
5645,146,9484,4,4,4,8,4,8,4,8,4,8
5646,54,8458,1,7,1,7,8,1,7,1,1,8
5647,75,4390,5,5,5,5,5,11,5,5,5,11
5648,146,5127,13,9,8,9,13,8,4,9,13,13
5649,146,7653,12,12,12,12,12,12,12,12,12,12
5650,54,4621,9,13,13,13,7,9,9,9,13,7
5651,146,5483,8,19,19,4,19,19,19,4,19,19
5652,109,5757,8,13,8,8,13,4,8,8,4,4
5653,109,2123,15,15,15,15,15,15,15,15,15,15
5654,109,8624,0,0,12,0,0,12,0,12,12,12
5655,142,2098,4,4,12,17,12,4,19,19,19,12
5656,146,6860,0,12,12,12,12,0,12,12,12,12
5657,146,1871,13,12,19,9,12,12,19,15,19,13
5658,146,8091,12,12,12,12,12,12,12,12,12,12
5659,109,6880,8,12,8,12,2,12,2,2,12,12
5660,142,7967,8,13,8,4,4,13,12,13,4,4
5661,146,8846,15,15,15,15,15,9,15,9,9,15
5662,109,9323,2,12,7,2,2,2,7,8,8,12
5663,109,7676,4,8,8,4,13,8,8,4,13,8
5664,142,6950,15,19,16,16,16,15,19,16,19,19
5665,112,2573,15,19,15,7,15,7,7,7,15,13
5666,75,9352,1,11,1,12,12,1,1,11,11,18
5667,146,9112,0,15,15,0,0,0,15,15,15,15
5668,142,2789,12,12,12,12,0,0,15,0,12,12
5669,142,194,19,15,19,19,19,15,1,19,15,15
5670,142,8122,15,15,15,15,15,15,15,15,15,15
5671,54,3051,8,8,8,8,8,8,8,8,8,8
5672,142,5476,13,4,15,4,9,13,4,13,15,4
5673,75,8589,5,12,5,12,8,5,8,5,12,8
5674,75,4715,12,12,12,12,12,12,12,12,12,12
5675,75,8008,13,13,13,13,7,13,9,7,7,9
5676,142,5645,16,15,16,16,15,16,15,7,16,12
5677,142,6827,12,7,7,7,12,12,7,15,15,12
5678,142,6103,13,16,7,15,15,16,15,13,13,13
5679,142,4906,7,15,13,15,13,15,13,13,7,13
5680,75,3696,12,11,12,18,12,11,17,18,18,11
5681,142,7404,11,15,11,15,15,7,15,0,7,11
5682,142,5250,12,0,12,0,15,12,15,0,9,9
5683,75,1380,16,16,15,16,16,16,16,16,4,4
5684,142,3755,0,0,15,15,15,0,0,0,15,15
5685,75,5729,1,19,7,13,13,7,15,13,7,1
5686,146,8109,11,1,1,18,11,18,18,1,17,1
5687,146,7279,0,15,0,15,0,0,0,15,15,15
5688,142,288,0,0,0,15,15,15,15,15,15,15
